03-21-17,1422,https://www.audible.com/pd/Feeling-Good-Audiobook/B01MYA468F?qid=1612847406&sr=1-90&ref=a_search_c3_lProduct_2_40&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=GES1J346SHT24F5FQ3Q0,Feeling Good,"
The New Mood Therapy","The good news is that anxiety, guilt, pessimism, procrastination, low self-esteem, and other 'black holes' of depression can be cured without drugs. In Feeling Good, eminent psychiatrist David D. Burns, M.D. outlines the remarkable, scientifically proven techniques that will immediately lift your spirits and help you develop a positive outlook on life.

Now, in this updated edition, Dr. Burns adds an all-new Consumer's Guide To Antidepressant Drugs, as well as a new introduction to help answer your questions about the many options available for treating depression.

Recognise what causes your mood swings.
Nip negative feelings in the bud.
Deal with guilt.
Handle hostility and criticism.
Overcome addiction to love and approval.
Build self-esteem.
Feel good everyday.","Love the PDF enhancements that come with the book.
I am so excited that I found this book. It is so easy to understand and apply the techniques and it comes with PDF enhancements (just log into your audible account from a desktop, go to your complete library, download and print or use at your will) to assist in you in your progress.","Great book for those dealing with depression!
I highly recommend this book if you struggle with depression. It is very helpful. Note, though, it'll take some work on your part, but it's well worth it.
Having read the Handbook first, and now having listened to this book, I actually recommend the Handbook version first. It forces you to do activities that will help you, whereas this book merely talks about it (in detail). I still liked this book, though, because it reminded me of everything I had done in the Handbook, which is about all I can do while I'm driving, anyhow. (Last I checked, the Handbook is not available in audio.)

The reader of this audio book is excellent. He actually sounds engaged, as though he's Dr. Burns himself, giving you the advice right then and there. Kudos to him. (My only pet peeve about him is he pronounces ""often"" as ""off-ten."" I was glad he didn't also say ""soff-ten,"" ""liss-ten,"" or ""sall-mon."")

IMHO, you can skip the last 2-3 hours of this audio, which deals with antidepressant drugs. It's full of biology and chemistry lessons and lists of side-effects. He also talks ad nauseam about when or why to take drugs for depression. It's ad nauseam because his answer is always the same: therapy alone can work, or therapy plus drugs, but never drugs alone. Unfortunately he felt the need to say that over and over and over again."
05-24-16,12066,https://www.audible.com/pd/Tribe-Audiobook/B01D57FN3I?qid=1612847406&sr=1-91&ref=a_search_c3_lProduct_2_41&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=GES1J346SHT24F5FQ3Q0,Tribe,"
On Homecoming and Belonging","We have a strong instinct to belong to small groups defined by clear purpose and understanding - ""tribes"". This tribal connection has been largely lost in modern society, but regaining it may be the key to our psychological survival.

Decades before the American Revolution, Benjamin Franklin lamented that English settlers were constantly fleeing over to the Indians - but Indians almost never did the same. Tribal society has been exerting an almost gravitational pull on Westerners for hundreds of years, and the reason lies deep in our evolutionary past as a communal species. The most recent example of that attraction is combat veterans who come home to find themselves missing the incredibly intimate bonds of platoon life. The loss of closeness that comes at the end of deployment may explain the high rates of post-traumatic stress disorder suffered by military veterans today.

Combining history, psychology, and anthropology, Tribe explores what we can learn from tribal societies about loyalty, belonging, and the eternal human quest for meaning. It explains the irony that - for many veterans as well as civilians - war feels better than peace, adversity can turn out to be a blessing, and disasters are sometimes remembered more fondly than weddings or tropical vacations. Tribe explains why we are stronger when we come together and how that can be achieved even in today's divided world.","Sebastian Junger has turned the multifaceted problem of returning veterans on its head. It's not so much about what's wrong with the veterans, but what's wrong with us. If we made the changes suggested in Tribe, not only our returning veterans, but all of us, would be happier and healthier. Please read this book."" (Karl Marlantes, New York Times best-selling author of Matterhorn and What It Is Like to Go to War)
""There are three excellent reasons to read Sebastian Junger's new book: the clarity of his thought, the elegance of his prose, and the provocativeness of his chosen subject. Within a compact space, the sheer range of his inquiry is astounding."" (S. C. Gwynne, New York Times best-selling author of Rebel Yell and Empire of the Summer Moon)","The most profound book on the subject
I joined the Marine Corps at 17, I invaded Iraq when I was 18 and I fought in Fallujah when I was 19. I then served as the platoon sergeant at the local guard unit while going to college. No book I have ever read about war has ever captured what it all means, not like this one has. This book should be mandatory reading for anyone that serves this country in any capacity."
02-02-21,2,https://www.audible.com/pd/Ancient-Remedies-Audiobook/154910263X?qid=1612847406&sr=1-92&ref=a_search_c3_lProduct_2_42&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=GES1J346SHT24F5FQ3Q0,Ancient Remedies,"
Secrets to Healing with Herbs, Essential Oils, CBD, and the Most Powerful Natural Medicine in History","Best-selling author Dr. Josh Axe explains how to treat more than 70 diseases, lose weight, and increase vitality with traditional healing practices passed down through the ages.

Long before the first pharmaceutical companies opened their doors in the 1850s, doctors treated people, not symptoms. And although we've become used to popping pills, Americans have finally had it with the dangerous side effects, addiction, and over-prescribing - and they're desperate for an alternative. 

Here's the good news: That alternative has been here all along in the form of ancient treatments used for eons in traditional Chinese, Ayurvedic, and Greek medicine. Ancient Remedies is the first comprehensive layman's guide that will bring together and explain to the masses the very best of these time-tested practices. 

In Ancient Remedies, Dr. Axe explores the foundational concepts of ancient healing - eating right for your type and living in sync with your circadian clock. Listeners will learn how traditional practitioners identified the root cause of each patient's illness, then treated it with medicinal herbs, mushrooms, CBD, essential oils, and restorative mind-body practices. What's more, they'll discover how they can use these ancient treatments themselves to cope with dozens of diseases, from ADHD to diabetes, hypothyroidism, autoimmune disease, and beyond. 

Through engaging language and accessible explanations, Ancient Remedies teaches listeners everything they need to know about getting, and staying, healthy - without toxic, costly synthetic drugs.  

",,
12-16-10,4692,https://www.audible.com/pd/I-Thought-It-Was-Just-Me-but-it-isnt-Audiobook/B004GEHVEY?qid=1612847406&sr=1-93&ref=a_search_c3_lProduct_2_43&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=GES1J346SHT24F5FQ3Q0,I Thought It Was Just Me (but it isn’t),"
Telling the Truth about Perfectionism, Inadequacy, and Power","The quest for perfection is exhausting and unrelenting. We spend too much precious time and energy managing perception and creating carefully edited versions of ourselves to show to the world. As hard as we try, we can't seem to turn off the tapes that fill our heads with messages like, Never good enough! and What will people think? 

Why? What fuels this unattainable need to look like we always have it all together? At first glance, we might think its because we admire perfection, but that's not the case. We are actually the most attracted to people we consider to be authentic and down-to-earth. We love people who are real; we're drawn to those who both embrace their imperfections and radiate self-acceptance. 

There is a constant barrage of social expectations that teach us that being imperfect is synonymous with being inadequate. Everywhere we turn, there are messages that tell us who, what, and how were supposed to be. So, we learn to hide our struggles and protect ourselves from shame, judgment, criticism, and blame by seeking safety in pretending and perfection. 

Based on seven years of ground-breaking research and hundreds of interviews, I Thought It Was Just Me shines a long-overdue light on an important truth: Our imperfections are what connect us to each other and to our humanity. Our vulnerabilities are not weaknesses; they are powerful reminders to keep our hearts and minds open to the reality that we're all in this together. 

As Dr. Brown writes, ""We need our lives back. It's time to reclaim the gifts of imperfection - the courage to be real, the compassion we need to love ourselves and others, and the connection that gives true purpose and meaning to life. These are the gifts that bring love, laughter, gratitude, empathy and joy into our lives.""

","Brené Brown’s ability to explore shame and resilience with humor, vulnerability and honesty is both uplifting and liberating. If we want to change our lives, our relationships or even the world, we must start by understanding and overcoming the shame that keeps us silent. This important and hopeful book offers a bold new perspective on the power of telling our stories."" (Professor Jody Williams, 1997 Nobel Peace Prize Recipient; Campaign Ambassador, International Campaign to Ban Landmines)
""Grounded in exceptional scholarship and filled with inspiring stories, this is one of those rare books that has the potential to turn lives around."" (Harriet Lerner, Ph.D., author of The Dance of Anger)
"" I Thought It Was Just Me can be a doorway to freedom and self-esteem for many, many readers. (Martha Beck, Ph.D., columnist, O, The Oprah Magazine, and author of Finding Your Own North Star)","I have a friend who is always saying he is looking for his last book, meaning something so good and powerful that searching for another perspective is not worth the time. I suggested I have found the last author, but not the last book. Brene Brown is moving, enlightening and so real. I have re-read her books several times. I feel like I was swallowed up as a broken soul and soothed until I could stand on my feet again. I'm not alone, I'm not perfect, I'm just me. I learned that practicing what I believe means loving myself and those around me for who they are, not what they are. Practicing each day means making my life fulfilling and happy. Practicing the art of loving without constraint, without parameters, without any restriction at all is what I want in my life. WOW! Incredible author.

I started with The Gifts of Imperfection. I listened 3 times (in a row no less!) and I have given away 20 copies of the book.

I suggest that if you are looking for your last good book then you have found your last author instead.

"
07-27-15,3988,https://www.audible.com/pd/Never-Chase-Men-Again-Audiobook/B0131HOYXW?qid=1612847406&sr=1-94&ref=a_search_c3_lProduct_2_44&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=GES1J346SHT24F5FQ3Q0,Never Chase Men Again,"
38 Dating Secrets to Get the Guy, Keep Him Interested, and Prevent Dead-End Relationships","If a man doesn't take you seriously, he may feel compelled to have a good time with you. Unfortunately this good time will last until you finally realize you're being taken for a ride or until Mr. Time Waster ultimately moves on to a woman he REALLY wants.

In cases like this, what a woman really requires are two things: a healthy amount of self-respect and a set of ""player-proof"" dating rules that will allow her to make wise dating decisions as she navigates the treacherous territory of finding Mr. Right.

This audiobook was designed to show women how men appraise female behavior in order to determine a woman's level of self-respect and therefore her value as a romantic partner. Inside it you'll discover the timeless seduction secrets and dating rules to help you avoid the dating mistakes that could make a woman appear desperate, needy, commonplace, or even unqualified for a serious commitment to a great guy.

In this audiobook, you're going to learn:

The most powerful form of male seduction that can KEEP a woman helplessly ""addicted"" to chasing a man.
How to keep a man interested by doing the one thing MOST women are terrified of doing when they find a great guy.
An irritating habit that causes high-quality men to stop pursuing a woman almost INSTANTLY.
How to rebuff undesirable male behavior and get the guy you want to either take you seriously or take a HIKE!
A simple ego-popping phrase that burns into a man's memory, keeps you STUCK on his mind, and makes him DESPERATE to see you again.
How to seduce a man and MELT his heart by overwhelming him with the ONE THING only the RIGHT woman can give him.
And much, much more...
","I AM a High Value Woman
This book is priceless. I chased men for most of my life, clinging to and putting up with any and all behavior from men. I had low self-esteem and never understood my true value as a woman. What an informative, practical book. I am already feeling stronger and hopeful. Thank you so much! God bless.

","sexist, outdated, but lends some truth
Has some helpful information to remind you of, but overall extremely outdated and sexist. Seems to come right out of the 50's. Has some moments of ""girl power"" but not for feminists. It might be offensive if it wasn't so hilarious. Definitely has its moments of truth though and some good reminders to respect yourself, stand up for your worth, and trust your instincts, so I don't necessarily regret listening to it.

"
02-11-20,390,https://www.audible.com/pd/Hold-Me-Tight-Audiobook/154915768X?qid=1612847406&sr=1-95&ref=a_search_c3_lProduct_2_45&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=GES1J346SHT24F5FQ3Q0,Hold Me Tight,"
Seven Conversations for a Lifetime of Love","Heralded by the New York Times and Time as the couples therapy with the highest rate of success, Emotionally Focused Therapy works because it views the love relationship as an attachment bond.

This idea, once controversial, is now supported by science, and has become widely popular among therapists around the world. In Hold Me Tight, Dr. Sue Johnson presents Emotionally Focused Therapy to the general public for the first time. Johnson teaches that the way to save and enrich a relationship is to reestablish safe emotional connection and preserve the attachment bond. With this in mind, she focuses on key moments in a relationship - from ""Recognizing the Demon Dialogue"" to ""Revisiting a Rocky Moment"" - and uses them as touch points for seven healing conversations.

Through case studies from her practice, illuminating advice, and practical exercises, couples will learn how to nurture their relationships and ensure a lifetime of love.","Interesting. Entertaining. But not always biblical
Interesting entertaining but not always biblical. The performance was excellent But along with votegiven different stories and different ideas Dalai Lama is mentioned different types of relationships with men with men and women with women mentioned but overall I don’t think I would give this book to anyone

","Should've read this a long time ago.
This will be a book I will read countless times. It opened my eyes to the dance couples go through and gave me peace that it's fixable if done right. I owe so much to the teachings in this book and will re-read over and over to find different meaning each time."
02-01-18,3792,https://www.audible.com/pd/Inner-Engineering-Audiobook/B078RNT2R6?qid=1612847406&sr=1-96&ref=a_search_c3_lProduct_2_46&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=GES1J346SHT24F5FQ3Q0,Inner Engineering,"
A Yogi's Guide to Joy","The practice of what is commonly known as hatha yoga is but one of eight branches of the body of knowledge that is yoga. Yoga is a sophisticated system of self-empowerment that is capable of harnessing and activating inner energies in such a way that your body and mind function at their optimal capacity. It is a means to create inner situations exactly the way you want them, turning you into the architect of your own joy. A yogi lives life in this expansive state, and in this transformative book Sadhguru tells the story of his own awakening from a boy with an unusual affinity for the natural world to a young daredevil who crossed the Indian continent on his motorcycle. He relates the moment of his enlightenment on a mountaintop in southern India, where time stood still and he emerged radically changed.

Teachings and tools for a life of joy

As Sadhguru explains, the term guru means, ""Dispeller of darkness, someone who opens the door for you. As a guru, I have no doctrine to teach, no philosophy to impart, no belief to propagate. And that is because the only solution for all the ills that plague humanity is self-transformation. Self-transformation means that nothing of the old remains. It is a dimensional shift in the way you perceive and experience life."" The wisdom distilled in this accessible, profound, and engaging audiobook offers you time-tested tools that are fresh, alive, and radiantly new. Inner Engineering presents a revolutionary way of thinking about our humanity and the opportunity to achieve nothing less than a life of joy.","This audio book has become a companion and roadmap for me. It's opened up doors to new possibilities and enhanced my capabilities in a way I would not have imagined; offering a way out from the confines of conclusions, a chance to re-look at everything around us to the very air we breathe; showing that the outer workings are no different from the workings within, it is a doorway to incredible adventure and self-discovery that requires nothing from the external.","insightful book.
if u like sadhguru you will like this book. Check him out on YouTube, well worth the time. honestly I went and got the physical copy it's not a book u need to read cover to cover the last half is more a group of advice and tips, that I thought would be more accessible in book format.

"
04-14-20,91,https://www.audible.com/pd/Weird-Audiobook/154911512X?qid=1612847406&sr=1-97&ref=a_search_c3_lProduct_2_47&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=GES1J346SHT24F5FQ3Q0,Weird,"
The Power of Being an Outsider in an Insider World","In the tradition of Susan Cain's Quiet and Scott Stossel's My Age of Anxiety, Atlantic staff writer Olga Khazan reclaims the concept of ""weird"" and turns it into a badge of honor rather than a slur, showing how being different - culturally, socially, physically, or mentally - can actually be a person's greatest strength.

Most of us have at some point in our lives felt like an outsider, sometimes considering ourselves ""too weird"" to fit in. Growing up as a Russian immigrant in West Texas, Olga Khazan always felt there was something different about her. This feeling has permeated her life, and as she embarked on a science writing career, she realized there were psychological connections between this feeling of being an outsider and both her struggles and successes later in life. She decided to reach out to other people who were unique in their environments to see if they had experienced similar feelings of alienation, and if so, to learn how they overcame them. Weird is based on in-person interviews with many of these individuals, such as a woman who is professionally surrounded by men, a liberal in a conservative area, and a Muslim in a predominantly Christian town. In addition, it provides actionable insights based on interviews with dozens of experts and a review of hundreds of scientific studies.

Weird explores why it is that we crave conformity, how that affects people who are different, and what they can do about it. First, the audiobook dives into the history of social norms and why some people hew to them more strictly than others. Next, Khazan explores the causes behind - and the consequences of - social rejection. She then reveals the hidden upsides to being ""weird"", as well as the strategies that people who are different might use in order to achieve success in a society that values normalcy. Finally, the audiobook follows the trajectories of unique individuals who either decided to be among others just like them; to stay weird; or to dwell somewhere in between.

Combining Khazan's own story with those of others and with fascinating takeaways from cutting-edge psychology research, Weird reveals how successful individuals learned to embrace their weirdness, using it to their advantage.","An insightful ode to oddballs.... [Olga Khazan's is] a voice unlike any I can remember encountering on the page. By turns insouciantly candid, calmly authoritative, and poignantly insightful, Khazan's persona has a startling freshness that ultimately wins over the reader.... [She extends] deep empathy and genuine curiosity to her subjects."" (The Washington Post) 

""I feel seen. And I'm confident I'm not the only one who will recognize myself in these pages. Olga Khazan is a witty, engaging writer, and Weird is a compelling journey into the world of 'different' - and a field guide to weaponizing your inner weirdo for the good."" (Maria Konnikova, author of Mastermind: How to Think Like Sherlock Holmes and The Confidence Game) 

""A series of sharp, empathetic portraits.... A winning demonstration of the value of difference."" (Publishers Weekly)","Weird is An Appropriate Title
Could've been much shorter. I think the author took too much time to establish the fact that some people, a good number of people, are weird (I prefer the word ""different""). I would've liked for her to spend much more time on what you do to survive when you are different. what she did provide was excellent. Narrator not appealing."
05-08-18,2754,https://www.audible.com/pd/The-Courage-to-Be-Disliked-Audiobook/B07BRPQ8LW?qid=1612847406&sr=1-98&ref=a_search_c3_lProduct_2_48&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=GES1J346SHT24F5FQ3Q0,The Courage to Be Disliked,"
How to Free Yourself, Change Your Life, and Achieve Real Happiness","The Courage to Be Disliked, already an enormous best seller in Asia with more than 3.5 million copies sold, demonstrates how to unlock the power within yourself to be the person you truly want to be.

Using the theories of Alfred Adler, one of the three giants of 20th-century psychology, The Courage to Be Disliked follows an illuminating conversation between a philosopher and a young man. The philosopher explains to his pupil how each of us is able to determine our own life, free from the shackles of past experiences, doubts, and the expectations of others. It's a way of thinking that is deeply liberating, allowing us to develop the courage to change and to ignore the limitations that we and other people have placed on us. The result is a book that is both highly accessible and profound in its importance. Millions have already read and benefited from its wisdom. This truly life-changing audiobook will help you declutter your mind of harmful thoughts and attitudes, helping you to make a lasting change, achieve real happiness, and find success.","Life Changing
I read a lot and listen to a lot of audiobooks, from classic literature to contemporary biographies, philosophy, psychology and the latest in non-fiction. Seldom do I find a book that surprises me. This one did. Though very familiar with the thoughts of Freud and Jung, I had never heard of their colleague Alfred Adler until I came across this book, interestingly enough through the recommendation of a guy I don’t like. The thoughts of Dr. Adler opened new possibilities and pointed to solutions of problems I have been grappling with for years. His original way of thinking and his method truly can change ones’ life. Even though the questioning young man in the audio version irritated me at times (maybe it was supposed to) the content is so good that I could not turn away. If you are interested in personal growth and how to better navigate the journey of life, allow yourself to get immersed in Adlerian thought through the voice of the philosopher. Chances are, it will change your life as it did mine.

","What an incredible book
Other reviewers aren’t exaggerating when they claim this book can change your life. I have just finished hearing it (the audiobook is a fabulous was to experience the conversation between the curious but frustrated youth and the wise and kind philosopher). I already want to start it again from the beginning and I usually never do that with a book. Buy it. Savour it. And start living it today. This isn’t self-help. This is true human wisdom."
01-12-21,104,https://www.audible.com/pd/Bravey-Audiobook/0593286731?qid=1612847406&sr=1-99&ref=a_search_c3_lProduct_2_49&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=GES1J346SHT24F5FQ3Q0,Bravey,"
Chasing Dreams, Befriending Pain, and Other Big Ideas","When “Renaissance runner” (New York Times) Alexi Pappas - Olympic athlete, actress, filmmaker, and writer - was four years old, her mother died by suicide, drastically altering the course of Pappas’ life and setting her on a search for female role models. When her father signed his bereaved daughter up for sports teams as a way to keep her busy, female athletes became the first women Pappas looked up to, and her Olympic dream was born. 

At the same time, Pappas had big creative dreams, too: She wanted to make movies, write, and act. Despite setbacks and hardships, Pappas refused to pick just one lane. She put in a tremendous amount of hard work and wouldn’t let anything stand in her way until she achieved all of her dreams, however unrelated they may seem to outsiders. In a single year, 2016, she made her Olympic debut as a distance runner and wrote, directed, and starred in her first feature film. But great highs are often accompanied by deep lows; with joy comes sorrow. 

In Bravey, Pappas fearlessly and honestly shares her battle with post-Olympic depression and describes how she emerged on the other side as a thriving and self-actualized woman. Unflinching, exuberant, and always entertaining, Bravey showcases Pappas’ signature, charming voice as she reflects upon the touchstone moments in her life and the lessons that have powered her career as both an athlete and an artist - foremost among them, how to be brave. Pappas’ experiences reveal how we can all overcome hardship, befriend pain, celebrate victory, relish the loyalty found in teammates, and claim joy. In short: how every one of us can become a bravey.","This is not only an inspiring look inside the mind of a gifted athlete - it’s an arresting debut by a gifted writer. Alexi Pappas reveals how we can find the courage to face our fears, the grit to achieve our goals, and the resilience to bounce forward after failure and heartbreak. I couldn’t put it down.” (Adam Grant, number-one New York Times best-selling author of Originals)

“Bravey heralds the debut of a skilled memoirist. In heartfelt, vibrant prose, Alexi Pappas gives us her captivating life story. A beautiful read that is sure to resonate deeply.” (Ruth Reichl, New York Times best-selling author of Save Me the Plums)

“With Bravey, Alexi Pappas tells a story of persevering through hardship, finding your footing as a leader, and harnessing the unrivaled power of teamwork. Her book, which is candid, funny, and real, offers practical guidance to those looking to forge through obstacles, build their teams, and become leaders in their own lives.” (Abby Wambach, number-one New York Times best-selling author of Wolfpack) ","I now see myself differently
I have struggled with depression, anxiety, and suicidal thoughts for several years now. This book felt uncomfortable at first when she would talk about her mother’s mental health struggles so candid. As I continued to listen, and heard Alexi’s struggles, I began to feel like I wasn’t alone. I felt uncomfortable at first because I had felt the pain she describes when related to mental health issues, but hearing it can affect successful people normalized it for me. This book may make you cry both sad and good tears, and it is well worth it!!! This book made me see my mental health struggles as only a part of my story rather than something that has to take over my whole life."
04-09-13,3412,https://www.audible.com/pd/Give-and-Take-Audiobook/B00BMBWNEW?qid=1612847406&sr=1-100&ref=a_search_c3_lProduct_2_50&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=GES1J346SHT24F5FQ3Q0,Give and Take,"
A Revolutionary Approach to Success","An innovative, groundbreaking book that will captivate listeners of Malcolm Gladwell, Daniel Pink, The Power of Habit, and Quiet

For generations, we have focused on the individual drivers of success: passion, hard work, talent, and luck. But today, success is increasingly dependent on how we interact with others. It turns out that at work, most people operate as either takers, matchers, or givers. Whereas takers strive to get as much as possible from others and matchers aim to trade evenly, givers are the rare breed of people who contribute to others without expecting anything in return.

Using his own pioneering research as Wharton's youngest tenured professor, Grant shows that these styles have a surprising impact on success. Although some givers get exploited and burn out, the rest achieve extraordinary results across a wide range of industries. Combining cutting-edge evidence with captivating stories, this landmark book shows how one of America's best networkers developed his connections, why the creative genius behind one of the most popular shows in television history toiled for years in anonymity, how a basketball executive responsible for multiple draft busts transformed his franchise into a winner, and how we could have anticipated Enron's demise four years before the company collapsed - without ever looking at a single number.

Praised by best-selling authors such as Dan Pink, Tony Hsieh, Dan Ariely, Susan Cain, Dan Gilbert, Gretchen Rubin, Bob Sutton, David Allen, Robert Cialdini, and Seth Godin - as well as senior leaders from Google, McKinsey, Merck, Estée Lauder, Nike, and NASA - Give and Take highlights what effective networking, collaboration, influence, negotiation, and leadership skills have in common. This landmark book opens up an approach to success that has the power to transform not just individuals and groups, but entire organizations and communities.","Give ‘Til it Helps - Your Company
My first reaction to Andrew M. Grant’s “Give and Take: A Revolutionary Approach to Management” was “You’ve got to be kidding! Are you really telling me that if we hold hands, sing ‘Kumbaya’, and share our shovels in the sandbox, everything will be okay at the office?”
That’s not what Grant was saying - at all – but it took an uncomfortably long time for him to get to that point.

Grant advances the position that those who give generously, both professionally and personally, are more likely to be successful than “takers” (about 15% of people) or “matchers” ( about 70%). It’s a compelling argument, and Grant backs up his position with widely regarded studies and valid statistics. According to Grant, a business organization is well served by finding and developing givers (sharers), whose collaborative work with other givers often returns far more than the work of takers or matchers.

Grant also points out an important fault of givers: Statistically, givers are also more likely to be low achievers or failures, if they become “doormats.” Grant has some valuable tips for doormats to recognize takers, and extract themselves from “no sum” or “negative sum” relationships.

I listened to “Give and Take” on the heels of Sheryl Sandberg’s 2013 “Lean In: Women, Work and the Will to Lead” I wondered until halfway through the book if Grant was even considering women in the workplace. Many of the “giver” techniques he recommends are the very techniques that, when used by women leaders, erode whatever leadership foundation they have.

Grant eventually points out that the communication techniques he is recommending will not work for anyone presenting in a leadership role (at a board meeting, for example), although they will work for a leader as a team member.

Grant has some invaluable tips for how women can effectively negotiate higher salaries and gain respect in an organization, even while they are “givers” (or “sharers”, in my parlance).

This book didn’t have the impact “Lean In” did for me, but it had some invaluable suggestions I will incorporate into my life. I am now much more confident about being a “giver” and recognizing “takers”.

I had an unexpected issue with the narration of this book: Brian Keith Davis, the reader, is so smooth, he reminded me of Casey Kasem, the host of American Top 40. I listened to that radio show every Sunday night as a teenager, eagerly waiting to find out what the new Number 1 song was. Several times, after an especially positive anecdote in “Give and Take”, I expected to hear a current pop song. As I write this review, the Number 1 Billboard song Macklemore and Ryan Lewis’ “Thrift Shop.” That is especially apropos for this book.","recycled material
since I just finished this, my thoughts are very fresh and, I assume, will change over time as I reflect on the material...I have heard so many great things about this book, but it seems that it was essentially a book report around the ""giving"" theme of other, more original work. This reinforced the benefit I gained by reading all of the referenced books, and connected those books around this theme, but provided little new value. However, maybe the genius of the book isn't that Mr Grant has new ideas, but that he wanted to shine a spotlight on other great works and GIVE them more exposure. My guess is that if I was one of the authors of the several books referenced, I'd be flattered and happy to hear my work so highly spoken of.

"
09-13-16,138.887,https://www.audible.com/pd/The-Subtle-Art-of-Not-Giving-a-F-ck-Audiobook/B01I28NFEE?qid=1612132294&sr=1-6&ref=a_search_c3_lProduct_1_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=AD6QKA1H8CXB0JW0CVAV,The Subtle Art of Not Giving a F*ck,A Counterintuitive Approach to Living a Good Life,"In this generation-defining self-help guide, a superstar blogger cuts through the crap to show us how to stop trying to be positive all the time so that we can truly become better, happier people. 

For decades we've been told that positive thinking is the key to a happy, rich life. ""F*ck positivity,"" Mark Manson says. ""Let's be honest, shit is f*cked, and we have to live with it."" In his wildly popular Internet blog, Manson doesn't sugarcoat or equivocate. He tells it like it is - a dose of raw, refreshing, honest truth that is sorely lacking today. The Subtle Art of Not Giving a F*ck is his antidote to the coddling, let's-all-feel-good mind-set that has infected modern society and spoiled a generation, rewarding them with gold medals just for showing up. 

Manson makes the argument, backed by both academic research and well-timed poop jokes, that improving our lives hinges not on our ability to turn lemons into lemonade but on learning to stomach lemons better. Human beings are flawed and limited - ""not everybody can be extraordinary; there are winners and losers in society, and some of it is not fair or your fault"". Manson advises us to get to know our limitations and accept them. Once we embrace our fears, faults, and uncertainties, once we stop running and avoiding and start confronting painful truths, we can begin to find the courage, perseverance, honesty, responsibility, curiosity, and forgiveness we seek. 

There are only so many things we can give a f*ck about, so we need to figure out which ones really matter, Manson makes clear. While money is nice, caring about what you do with your life is better, because true wealth is about experience. A much-needed grab-you-by-the-shoulders-and-look-you-in-the-eye moment of real talk, filled with entertaining stories and profane, ruthless humor, The Subtle Art of Not Giving a F*ck is a refreshing slap for a generation to help them lead contented, grounded lives. ","NGAF - Not as simple as it sounds
Part of me bought this book because I thought it was funny and quirky, part of me bought it because I was sick of giving a f*^k about so many little things that ate up my day, I didn't have any energy for the things that really mattered.

This book isn't about throwing everything to the wind and turning in to a useless blob. It's about giving f^*ks where f^*ks deserve to be given, placing your f^*ks where they're going to do you good instead of drag you down. I highly recommend it, but if you pass on it, I really don't give a f^*k.","EXTREMELY bizarre ending. Spoiler alert
The book starts off great in some banter and stories, the word 'fuck' is thrown around making Mark Manson ultra relatable. The middle is the usual content of self reflection/ self help. -You are part of your problem. It's a refreshing reminder to reevaluate your own thoughts. SPOILER ALERT The last chapter is a confusing near suicide attempt? The book ends with him speaking of how he inched closer and closer the the edge of a cliff and sat on the edge asking himself ""if this is really it, if this is all there is?"" His senses and body take over ultimately grounding him back in reality and leaves him feeling ""alive"" and hopeful. Not my idea of how to end a self help book. I understand the last words are hopeful but the last 10 minutes literally put you on the edge of cliff ""taking microsteps"" inching closer until your legs are dangling over the edge.... rather an inappropriate ending for people that had just invested hours and dollars into self help. I really liked the book up until the last chapter. The last chapter has completely distracted me from the over all message. I dont think I'd recommend although there were several spots I bookmarked and made notes. Wont be buying his other book."
